
-Prompt: ¿Cuándo adquiero la condición de alumno regular y por cuánto tiempo dura la matrícula antes de renovarla?

100 | 1.9 647496 | 0	0	 65
100 | 2.1 688712 | 0	0	 64
100 | 2.5 834376 | 0	0	 63
100 | 2.5 839240 | 0	0	 63
100 | 2.6 876104 | 0	-1	 62
100 | 2.7 894020 | 0	-1	 62
100 | 2.7 894020 | 0	-1	 61
96.2 | 2.7 894020 | 0	-1	 61
88.6 | 2.7 894020 | 0	-1	 60
82.3 | 2.7 894020 | 0	-1	 60
76.7 | 2.7 894020 | 0	-1	 59
71.9 | 2.7 894020 | 0	-1	 59
67.6 | 2.7 894020 | 0	-1	 58
63.8 | 2.7 894020 | 2	186	 59
60.4 | 2.7 894020 | 38	14960	 60
57.4 | 2.7 894020 | 39	14960	 60
54.6 | 2.7 894020 | 39	14960	 60
52.1 | 2.7 894020 | 0	14966	 59
49.7 | 2.7 894020 | 0	14966	 59
47.6 | 2.7 894020 | 100	14966	 63
45.7 | 2.7 894020 | 0	14968	 60
43.9 | 2.7 894020 | 0	14968	 59
42.2 | 2.7 894020 | 29	14968	 59
40.7 | 2.7 894020 | 0	14970	 61
39.3 | 2.7 894020 | 0	14970	 60
37.9 | 2.7 894020 | 0	14970	 58
36.7 | 2.7 894020 | 0	14972	 61
35.5 | 2.7 894020 | 0	14972	 60
34.4 | 2.7 894020 | 0	14972	 59
33.4 | 2.7 894020 | 100	14972	 64
32.4 | 2.7 894020 | 0	14972	 60
31.5 | 2.7 894020 | 42	14988	 62
30.7 | 2.7 894020 | 49	14988	 63
29.9 | 2.7 894020 | 52	14988	 64
29.1 | 2.7 894020 | 53	14988	 64
28.3 | 2.7 894020 | 45	14988	 65
27.6 | 2.7 894020 | 42	14988	 65
26.9 | 2.7 894020 | 42	14988	 65
26.3 | 2.7 894020 | 43	14988	 66
27.7 | 3.7 1238084 | 51	14988	 65
27.2 | 3.7 1238340 | 0	14988	 64
26.6 | 3.7 1238340 | 0	14988	 62
26.0 | 3.7 1238340 | 47	14988	 62
25.5 | 3.7 1238340 | 0	14988	 64
24.9 | 3.7 1238340 | 0	14988	 63
24.4 | 3.7 1238340 | 0	14988	 62
23.9 | 3.7 1238340 | 100	14988	 67
