
-Prompt: ¿Cuándo adquiero la condición de alumno regular y por cuánto tiempo dura la matrícula antes de renovarla?

100 | 2.6 878244 | 0	0	 57
100 | 2.7 895908 | 1	0	 57
100 | 2.7 895908 | 0	0	 56
100 | 2.7 895908 | 0	0	 56
100 | 2.7 895908 | 0	0	 56
100 | 2.7 895908 | 0	0	 55
100 | 2.7 895908 | 0	0	 55
92.2 | 2.7 895908 | 0	0	 55
85.1 | 2.7 895908 | 0	0	 55
78.9 | 2.7 895908 | 45	14971	 56
73.4 | 2.7 895908 | 38	14973	 57
68.7 | 2.7 895908 | 38	14973	 57
64.6 | 2.7 895908 | 0	14973	 56
60.9 | 2.7 895908 | 0	14973	 57
57.6 | 2.7 895908 | 0	14973	 58
54.7 | 2.7 895908 | 0	14973	 59
52.1 | 2.7 895908 | 0	14973	 58
49.7 | 2.7 895908 | 98	14973	 59
47.4 | 2.7 895908 | 30	14989	 60
45.4 | 2.7 895908 | 27	14989	 60
43.8 | 2.9 964772 | 31	14989	 58
44.6 | 3.7 1238948 | 0	14989	 57
42.9 | 3.7 1238948 | 47	14989	 58
41.4 | 3.7 1238948 | 95	14989	 61
39.9 | 3.7 1238948 | 0	14989	 59
38.6 | 3.7 1238948 | 0	14989	 59
37.3 | 3.7 1238948 | 29	14991	 61
36.1 | 3.7 1238948 | 30	14991	 61
35.0 | 3.7 1238948 | 33	14991	 60
34.0 | 3.7 1238948 | 34	14991	 60

-Prompt: ¿Qué diferencia hay entre el sistema regular y los sistemas especiales de ingreso?

31.8 | 3.7 1238948 | 1	0	 58
31.0 | 3.7 1238948 | 0	1	 58
30.2 | 3.7 1238948 | 1	1	 57
29.4 | 3.7 1238948 | 0	1	 57
28.7 | 3.7 1238948 | 0	1	 57
28.0 | 3.7 1238948 | 0	1	 56
27.3 | 3.7 1238948 | 0	1	 56
26.7 | 3.7 1238948 | 0	1	 56
26.1 | 3.7 1238948 | 1	186	 56
25.5 | 3.7 1238948 | 38	14974	 58
25.0 | 3.7 1238948 | 38	14974	 58
24.5 | 3.7 1238948 | 35	14974	 58
23.9 | 3.7 1238948 | 0	14974	 57
23.5 | 3.7 1238948 | 0	14974	 58
23.0 | 3.7 1238948 | 0	14974	 58
22.5 | 3.7 1238948 | 94	14974	 60
22.1 | 3.7 1238948 | 0	14974	 59
21.7 | 3.7 1238948 | 0	14974	 59
21.3 | 3.7 1238948 | 0	14974	 59
20.9 | 3.7 1238948 | 100	14974	 61
20.5 | 3.7 1238948 | 0	14974	 59
20.1 | 3.7 1238948 | 0	14974	 58
19.8 | 3.7 1238948 | 0	14974	 59
19.5 | 3.7 1238948 | 1	14973	 59
19.1 | 3.7 1238948 | 0	14973	 58
18.8 | 3.7 1238948 | 39	14973	 61
18.5 | 3.7 1238948 | 27	14989	 61
20.1 | 3.7 1239972 | 0	14989	 59
19.8 | 3.7 1239972 | 50	14989	 60
19.5 | 3.7 1239972 | 0	14989	 59
19.2 | 3.7 1239972 | 0	14989	 60
18.9 | 3.7 1239972 | 43	14989	 60
18.6 | 3.7 1239972 | 0	14989	 60
18.4 | 3.7 1239972 | 0	14989	 60
18.1 | 3.7 1239972 | 0	14989	 60
17.9 | 3.7 1239972 | 0	14989	 60
17.6 | 3.7 1239972 | 0	14989	 60
17.4 | 3.7 1239972 | 0	14989	 59
17.1 | 3.7 1239972 | 0	14989	 60
16.9 | 3.7 1239972 | 68	14991	 62
16.7 | 3.7 1239972 | 29	14991	 62
16.4 | 3.7 1239972 | 28	14991	 61
16.2 | 3.7 1239972 | 33	14991	 60
16.0 | 3.7 1239972 | 34	14991	 60
15.8 | 3.7 1239972 | 35	14991	 60
15.6 | 3.7 1239972 | 36	14991	 60
15.4 | 3.7 1239972 | 37	14991	 60

-Prompt: Si ingresé con estudios previos, ¿puedo homologar asignaturas y bajo qué condiciones generales?

15.0 | 3.7 1239972 | 1	0	 58
14.8 | 3.7 1239972 | 1	0	 58
14.7 | 3.7 1239972 | 0	0	 57
14.5 | 3.7 1239972 | 0	0	 57
14.3 | 3.7 1239972 | 0	0	 57
14.2 | 3.7 1239972 | 0	0	 56
14.0 | 3.7 1239972 | 0	0	 56
13.9 | 3.7 1239972 | 0	0	 56
13.7 | 3.7 1239972 | 11	185	 56
13.6 | 3.7 1239972 | 36	14973	 58
13.4 | 3.7 1239972 | 37	14973	 58
13.3 | 3.7 1239972 | 38	14973	 57
13.1 | 3.7 1239972 | 25	14973	 60
13.0 | 3.7 1239972 | 0	14973	 58
12.9 | 3.7 1239972 | 0	14973	 58
12.7 | 3.7 1239972 | 2	14973	 59
12.6 | 3.7 1239972 | 0	14973	 59
12.5 | 3.7 1239972 | 0	14973	 59
12.4 | 3.7 1239972 | 0	14973	 59
12.3 | 3.7 1239972 | 0	14973	 59
12.1 | 3.7 1239972 | 0	14973	 58
12.0 | 3.7 1239972 | 37	14973	 58
11.9 | 3.7 1239972 | 0	14973	 59
11.8 | 3.7 1239972 | 0	14973	 58
11.7 | 3.7 1239972 | 100	14973	 61
11.6 | 3.7 1239972 | 58	14989	 61
11.5 | 3.7 1239972 | 28	14989	 61
11.9 | 3.8 1241764 | 0	14989	 59
11.8 | 3.8 1241764 | 30	14989	 60
11.7 | 3.8 1241764 | 0	14989	 60
11.6 | 3.8 1241764 | 0	14989	 60
11.5 | 3.8 1241764 | 67	14989	 61
11.4 | 3.8 1241764 | 0	14989	 60
11.3 | 3.8 1241764 | 0	14989	 61
11.2 | 3.8 1241764 | 0	14989	 60
11.1 | 3.8 1241764 | 0	14989	 61
11.0 | 3.8 1241764 | 0	14989	 60
10.9 | 3.8 1241764 | 84	14989	 59
10.8 | 3.8 1241764 | 0	14989	 60
10.7 | 3.8 1241764 | 62	14991	 62
10.6 | 3.8 1241764 | 27	14991	 63
10.6 | 3.8 1241764 | 29	14991	 61
10.5 | 3.8 1241764 | 36	14991	 61

-Prompt: ¿Cuál es la diferencia entre ‘programa’ y ‘carrera’ y cómo se organizan los estudios?

10.3 | 3.8 1241764 | 0	0	 59
10.2 | 3.8 1241764 | 1	0	 59
10.1 | 3.8 1241764 | 0	0	 58
10.1 | 3.8 1241764 | 0	0	 58
10.0 | 3.8 1241764 | 0	0	 57
9.9 | 3.8 1241764 | 0	0	 57
9.8 | 3.8 1241764 | 0	0	 57
9.8 | 3.8 1241764 | 0	0	 56
9.7 | 3.8 1241764 | 1	185	 57
9.6 | 3.8 1241764 | 38	14973	 58
9.5 | 3.8 1241764 | 37	14973	 59
9.5 | 3.8 1241764 | 38	14973	 58
9.4 | 3.8 1241764 | 94	14973	 61
9.3 | 3.8 1241764 | 0	14973	 60
9.3 | 3.8 1241764 | 0	14973	 59
9.2 | 3.8 1241764 | 0	14973	 59
9.1 | 3.8 1241764 | 0	14973	 59
9.1 | 3.8 1241764 | 0	14973	 59
9.0 | 3.8 1241764 | 0	14973	 59
9.0 | 3.8 1241764 | 0	14973	 60
8.9 | 3.8 1241764 | 0	14973	 59
8.8 | 3.8 1241764 | 88	14973	 61
8.8 | 3.8 1241764 | 0	14973	 60
8.7 | 3.8 1241764 | 0	14973	 58
8.7 | 3.8 1241764 | 0	14973	 60
8.6 | 3.8 1241764 | 72	14989	 61
8.6 | 3.8 1241764 | 28	14989	 62
8.8 | 3.8 1242276 | 10	14989	 60
8.8 | 3.8 1242532 | 0	14989	 60
8.7 | 3.8 1242532 | 0	14989	 60
8.7 | 3.8 1242532 | 0	14989	 61
8.6 | 3.8 1242532 | 0	14989	 61
8.5 | 3.8 1242532 | 0	14989	 61
8.5 | 3.8 1242532 | 0	14989	 61
8.4 | 3.8 1242532 | 0	14989	 61
8.4 | 3.8 1242532 | 70	14989	 61
8.3 | 3.8 1242532 | 0	14989	 61
8.3 | 3.8 1242532 | 0	14989	 60
8.2 | 3.8 1242532 | 0	14989	 61
8.2 | 3.8 1242532 | 28	14991	 63
8.1 | 3.8 1242532 | 27	14991	 63
8.1 | 3.8 1242532 | 33	14991	 62
8.0 | 3.8 1242532 | 37	14991	 61
8.0 | 3.8 1242532 | 35	14991	 61
7.9 | 3.8 1242532 | 35	14991	 61
7.9 | 3.8 1242532 | 36	14991	 60

-Prompt: ¿Se exige asistencia mínima a todas las asignaturas?

7.8 | 3.8 1242532 | 1	0	 59
7.8 | 3.8 1242532 | 1	0	 59
7.7 | 3.8 1242532 | 0	0	 58
7.7 | 3.8 1242532 | 0	0	 58
7.6 | 3.8 1242532 | 0	0	 57
7.6 | 3.8 1242532 | 0	0	 57
7.5 | 3.8 1242532 | 0	0	 57
7.5 | 3.8 1242532 | 0	0	 56
7.5 | 3.8 1242532 | 1	185	 57
7.4 | 3.8 1242532 | 37	14973	 58
7.4 | 3.8 1242532 | 39	14973	 59
7.3 | 3.8 1242532 | 39	14973	 58
7.3 | 3.8 1242532 | 0	14973	 59
7.3 | 3.8 1242532 | 0	14973	 59
7.2 | 3.8 1242532 | 0	14973	 59
7.2 | 3.8 1242532 | 20	14973	 60
7.2 | 3.8 1242532 | 0	14973	 59
7.1 | 3.8 1242532 | 0	14973	 60
7.1 | 3.8 1242532 | 0	14973	 59
7.0 | 3.8 1242532 | 79	14973	 60
7.0 | 3.8 1242532 | 0	14973	 60
7.0 | 3.8 1242532 | 0	14973	 59
6.9 | 3.8 1242532 | 0	14973	 60
6.9 | 3.8 1242532 | 0	14973	 59
6.9 | 3.8 1242532 | 100	14973	 61
6.8 | 3.8 1242532 | 28	14989	 61
6.8 | 3.8 1242532 | 29	14989	 61
7.1 | 3.8 1243044 | 0	14989	 59
7.0 | 3.8 1243044 | 0	14989	 60
7.0 | 3.8 1243044 | 95	14989	 61
7.0 | 3.8 1243044 | 0	14989	 60
6.9 | 3.8 1243044 | 0	14989	 60
6.9 | 3.8 1243044 | 0	14989	 62
6.9 | 3.8 1243044 | 0	14989	 61
6.8 | 3.8 1243044 | 0	14989	 60
6.8 | 3.8 1243044 | 0	14989	 61
6.8 | 3.8 1243044 | 0	14989	 61
6.7 | 3.8 1243044 | 84	14989	 61
6.7 | 3.8 1243044 | 0	14989	 61
6.7 | 3.8 1243044 | 29	14989	 63
6.7 | 3.8 1243044 | 27	14989	 63
6.6 | 3.8 1243044 | 31	14989	 61
6.6 | 3.8 1243044 | 36	14989	 61
6.6 | 3.8 1243044 | 34	14989	 61

-Prompt: ¿Cuál es la escala de notas y con qué nota final se aprueba una asignatura?

6.5 | 3.8 1243044 | 0	0	 59
6.5 | 3.8 1243044 | 0	0	 59
6.4 | 3.8 1243044 | 0	0	 58
6.4 | 3.8 1243044 | 0	0	 58
6.4 | 3.8 1243044 | 0	-1	 58
6.4 | 3.8 1243044 | 0	-1	 57
6.3 | 3.8 1243044 | 0	-1	 57
6.3 | 3.8 1243044 | 0	-1	 57
